Place,City,Lat,Long,Description
Museum Kereta Ambarawa,Semarang,-7.2645989,110.4046017,"Ambarawa Railway Museum (English: Indonesian Railway Museum, Ambarawa) is a train station that has been converted into a museum and is the first railroad museum in Indonesia.This museum has a train collection that once triumphed in its day.This museum is administratively in the village of Panjang, Ambarawa, Semarang.The museum, which is located at an altitude of +474.40 meters, is included in the Semarang IV Operations Area and is managed by the Center for Conservation and Design of the Architecture of PT Kereta Api Indonesia in collaboration with the Central Java Provincial Government."
Hutan Pinus Kayon,Semarang,-7.395606,110.4517727,"No doubt the Kayon Getasan Pine Forest near Salatiga is indeed one of the beautiful tourist attractions and spoiled the eyes.Visitors will be presented with a neat and beautiful line of pine forests.This row of trees is indeed attractive and of course the Kayon pine forest or called the Kalipasang pine forest can be one of the alternative family tourism.Besides there is already fairly complete, the streets in the forest are already in the form of cast.Thus, of course, increasingly spoiled visitors when exploring this tourist area."
Kota Lama Semarang,Semarang,-6.9681399,110.4278611,"Kota Lama Semarang (Javanese: ꦏꦸꦛ ꦭꦩ ꦱꦼꦩꦫꦁ, Translit. Kutha Lama Semarang) is an area in Semarang which was the center of trade in the 19-20 century.At that time, to secure residents and their territory, the area was built a fort, which was named Benteng Vijhoek.To accelerate the transportation route between the three gates of the same time, the transportation roads are made, with the main road named: Heeren Straat.Currently named Jl.Let Jen Soeprapto.One of the locations of the fortress that exists to date is the Berok Bridge, called De Zuider POR.This area is around 31 hectares.Judging from the geographical conditions, it appears that this area is separated from the surrounding area, so it looks like a separate city with the nickname ""Little Netherland"".The Old City area of Semarang is a silent witness to the history of Indonesia's colonial period of more than 2 centuries, and its location is side by side with the economic area.In this place there are about 50 ancient buildings that still stand firmly and have a history of colonialism in Semarang.In general, the character of buildings in this region follows buildings in the European continent around the 1700s.This can be seen from the distinctive building details and ornaments that are identical to the European style.Like the size of the doors and windows that are extraordinarily large, the use of colored glass, unique roof shapes, to the existence of basement. Like other cities under the Dutch colonial government, also built a fortress as a military center.This fortress is in the form of a pentagon and was first built on the west side of the old city of Semarang at this time.This fort only has one gate on the south side and five supervisory towers.Each tower was named: Zeeland, Amsterdam, Utrecht, Raamsdonk and Bunschoten.The Dutch government moved the Chinese settlement in 1731 near the Dutch settlement, to facilitate the work of all the activities of the Chinese.Therefore, Benteng is not only a military center, but also as a supervisory tower for all activities of Chinese activities. \ NKKOTA Old is one of the excellent icons for residents of Semarang City to Many countries to come to this old city.It is planned that the old city of Semarang will be submitted by the UNESCO World Heritage Site."
Semarang Chinatown,Semarang,-6.9749923,110.424954,"The formation of Semarang Chinatown was inseparable from the commotion of Chinatown in Batavia (Jakarta in the past) in 1740. At that time Chinese citizens rebelled against the Dutch authorities.The aftermath of the tragedy, many residents of Chinese descent fled along the north coast of Java until finally arriving in Semarang.Until 1743, the rebellion continued until finally it was able to be completely stopped by the Dutch army.The colonial government then decided to gather Chinese citizens in one location.After having occupied the Simongan area near the Sam Poo Kong Temple, they were then moved to the Semarang River until finally known as the Chinatown area until now."
La Kana Chapel,Semarang,-7.2156923,110.3649392,"La Kana Chapel offers a new concept of standing party, pamper your taste with a menu of cooking directly special fresh cuisine ala minute on your plate.This is a royal wedding venue in the most beautiful place on the mountain.For those of you who want a touch of luxury and glamor for outdoor and indoor parties.La Kana Chapel can accommodate up to 48 people in the chapel and more than 500 in the yard.And ballroom can accommodate 1000 people"
Jembatan Biru Ambarawa,Semarang,-7.2678201,110.4483217,"This bridge is located in Tuntang, Kab.Semarang, Central Java.Close to Rawa Pening and the Tuntang River.If you usually go back and forth Salatiga-Semarang, certainly no stranger to the name of the Tuntang Bridge.Well ... the Tuntang River is right under the Tuntang bridge which empties into Rawa Pening.For visitors who like to take pictures, the Blue Bridge Tour has some of the best photo spots, one of which is in the middle of the bridge.If lucky, visitors will also see steam trains that pass in front of the Blue Bridge tourist attractions.From the top of the bridge visitors can also see Mount Ungaran, Mount Temoloyo and also Mount Merbabu."
Goa Rong,Semarang,-7.2721621,110.4698457,"Semarang has a tour at an altitude called Goa Rong.The existence of this tourist area shows that Semarang is not only synonymous with Lawang Sewu or Kota Lama.Although named Goa Rong, a prominent place here is not the cave.But a height area with amazing views.While in this tourist attraction, the part of the cave is only a narrow hallway and does not allow humans to enter.But on the contrary, the scenery presented from the top of the hill was so amazing.Tourists can spend time taking pictures, enjoying the scenery, or culinary in the cafe.In fact, outbound facilities are also available."
Masjid Agung Ungaran,Semarang,-7.1350705,110.4088131,"Al-Mabrur Great Mosque is located on Jln.Ahmad Yani, Sidomulyo Village, Ungaran Tibur District, Semarang Regency, Central Java Province.This mosque is also the Great Mosque for Semarang Regency, the capital of Central Java Province.The Great Mosque of Al-Mabrur was also known previously with the Indonesian Hajj Brotherhood Mosque (IPHI).The construction of this mosque began in 2010 with the establishment of taking an area of 3,200 square meters, with a building area of around 1,550 square.Because it is intended to become the Great Mosque of Semarang City, the mosque building was established right facing the Semarang City Square, or better known as ""Asmara Square"" and opposite the official residence of the Semarang Regent."
Tugu Muda Semarang,Semarang,-6.9843485,110.4093207,"Tugu Muda (""Youth Monument"" Indonesia) is a stone monument in Semarang, Java commemorates the struggle for independence by Indonesian youth.It was dedicated by President Sukarno on May 20, 1953 to commemorate the five-day battle between Semarang youth and Japanese Battalion led by Major Kido from 14-19 October 1945. Japanese troops drove the Dutch from Indonesia as ""Asian older brother"";However, Japan is more cruel to the dissidents than their Dutch colleagues.The stone monument consists of a foundation, body and head.One side of the monument is made in reliefs, with ornamental ponds and gardens that surround it."
Kampoeng Kopi Banaran,Semarang,-7.2539005,110.4414953,"Kampoeng Kopi Banaran, a coffee plantation agro tourism in Semarang Regency.This tourist spot has an area of 462 hectares, some of which are used as resorts and tourist attractions.The location is in the area of the Afdeling Garden of Coffee Plantation Assinan precisely Jl.Raya Semarang - Solo Km.35. The location of Kampoeng Kopi Banaran which is at an altitude of 480 - 600m above sea level makes the temperature there cool between 23ºC - 27ºC.So it is very suitable for taking it to find cold and fresh air with beautiful views.Eliminating the tired of the busy schedule of big cities, in the middle of a beautiful plantation."
Taman Tabanas,Semarang,-7.0388032,110.4215576,"Tabanas Park is a park located on the Gombel Semarang.From this Semarang Tabanas Park, visitors can see landscape views of the city of Semarang making this Tabanas Park an attraction to visit.Around Tabanas Semarang Park there are cafes, restaurants and hotels, which add beautiful and become a special attraction of Tabanas Semarang Park.Tabanas Park also has the name of the Semarang Gombel Pandang Gardu even though Semarang residents themselves are more about this park with the name Tabanas Park."
Kampung Tematik Jawi,Semarang,-7.0290974,110.3775382,"It is undeniable that Jawi Gunungpati Kampung Semarang has indeed been viral and even visited by many people.Even though this culinary tour begins with a small village, but now it has been visited by many local residents to out of town.Fame is now also often decorating the old social media.When visiting Jawi Gunungpati village you can feel the rural atmosphere of the past.In addition, the nuances of the night are also peaceful and night plus dim lighting, because it uses the Sentir Lights (oil lamps).So it's really cool to hang out for a long time."
Kampung Batik Gedong Semarang,Semarang,-6.9688821,110.4318692,"Kampung Batik Semarang is one of the unique and interesting villages in Semarang City which is always associated with Semarang batik since ancient times until now.Semarang Batik Village is located around the Semarang Bubagan area.Kampung Batik Semarang in history from the 1970s to 1980s, at that time totally dead there was no batik activity.Only then in 2005 there began to have activities, this took place because there was an assumption ""how come the name is Kampung Batik Semarang"".However, how come no one has made batik, so activities such as batik training are often encouraged, this aims to facilitate and revitalize the Semarang batik village.At that time it was famous for Krajan Batik, Gedong Batik, Central Batik, Malang Batik, Batik Kubur Sari and Batik Kandang Wedus which is famous for its own motifs.However, unfortunately the motive is not visually recorded, and this is actually a treasure that has not been found until now visuals on these batik motifs."
Air Terjun Semirang,Semarang,-7.1662971,110.381068,"Located on the slopes of Mount Ungaran northern, there is a waterfall that is exotic with a green swimming pool surrounded by tourists and the coolness of mountain air.The name of the location is Semirang Waterfall or also called Curug Semirang.And the Semarang community calls it Semarang waterfall.Because of its beauty this tourist location is often visited by tourists on ordinary days, especially when the holidays arrive.Semirang or Semirang waterfall is in a protected forest area with an area of 10 hectares under the management of Perum Perhutani.The waterfall has a height of about 45 meters.The distance between the parking lot with the location of the waterfall is around 500 meters.And during the trip, the visitors will be presented with a beautiful natural scenery with a very cool air fresh."
Obyek Wisata Goa Kreo,Semarang,-7.0372113,110.3476164,"Goa Kreo Semarang in the capital of Central Java is so hit among netizens.No wonder the weather is sunny, the queue heading there is so snaking.Although there is no public transportation to get there, it does not hinder the curiosity of tourists.This cave is formed naturally that distinguishes this cave from other caves is its location.The location is located in the middle of the Jatibarang Reservoir, a dam that holds the Kreo River."
Watu Gunung Ungaran,Semarang,-7.1298066,110.388832,"Natural attractions are very suitable to be visited, especially on weekends.Plus, the location of tourist attractions that are not too far from the city center.Like the tourist attraction of Watu Gunung in Ungaran, Semarang City.Visiting nature tourism can make the mind fresh.Moreover, this tourist attraction offers charming nature and water tourism.In addition, it is also combined with a distinctive Javanese traditional nuance.Previously, the Watu Gunung area was not a tourist attraction.Only the ground is overgrown with nutmeg trees and thick cloves.Unfortunately, the area is arid and difficult to get water.Then, in 2004 the owner took the initiative to establish a private villa.And over time, a tourist attraction was made that was opened to the public.While maintaining the joglo building as its trademark."
Brown Canyon,Semarang,-7.0565164,110.4862531,"In Indonesia, Brown Canyon is a former land mining in Meteseh, Tembalang, Semarang.This location is one of the locations (not tourist attractions) that are popular in Semarang and are considered similar to the Grand Canyon in the United States.This similarity lies on the hills that turn into steep cliffs."
Durian Gardens and Tourism Education Watu Simbar,Semarang,-7.0967079,110.3900517,"Please note, Watu Simbar is a tourist location that offers education from various durian trees.Although it seems ordinary, this is actually the uniqueness of this place.If someone comes here, that person will be able to learn many things about durian trees.Besides being able to pass various kinds of things about the durian tree, of course the visitors can buy durian that is there."
Flower Farm Setiya Aji,Semarang,-7.2241813,110.3782661,"In the flower garden of Setiya Aji Flower Farm we can see the colors of chrysanthemums that look very beautiful.In addition, its location in the highlands makes the air in the Bandungan flower garden feels quite fresh.Taman Bunga Setiya Aji Flower Farm Bandungan in an instant attracted the attention of tourists, especially among young people who are curious to see the beauty of the flowers in the Semarang tourist attractions.Now Setiya Aji Flower Farm has become one of the favorite tourist attractions in Bandungan that must be visited, especially for tourists who are looking for romantic attractions in Semarang Regency besides Gedong Songo."
Ekowisata Mangrove Wonorejo,Surabaya,-7.3086482,112.8216622,Surabaya Mangrove Tourism Forest is a tour that combines recreational and education tourism.In areas with an area of approximately 200 hectares planted with various mangrove plants.This tourist location is well managed by the Surabaya City Government.So that this tour is in demand by visitors because it is neatly arranged and clean.Tourism activities that can be done include traveling around the mangrove forest either using a boat or walking.And educational tourism regarding the surrounding ecosystem.
Taman Harmoni Keputih,Surabaya,-7.2952211,112.8035603,"The place is a gathering Hatmoni Taman Surabaya which has a myriad of colorful flower collections.This place used to be a location for landfill or landfill, but now transformed into a very beautiful garden tourism.Not only beautiful, but the flowers that bloom in the Harmony Park look very instagramable, so it is not surprising that the majority of visitors of this place are young people of social media activists.So what is the budget to enter the Surabaya Harmoni Park area?You don't need to worry, because the price of admission to the Harmoni Keputih Surabaya Park is free.You only need to prepare a pocket to pay for parking tickets."
Air Mancur Menari,Surabaya,-7.2356933,112.7955234,"The Kenjeran Bridge with the dancing fountain is not only a bridge connecting the road, but also used as a tourist destination by the Surabaya City Government.The position of the dancing fountain itself is at the end of the Kenjeran Bridge close to the crossing platform or in the beach amusement park (THP).This location is very friendly people with disabilities because there are elevators that they can use to facilitate their journey.While waiting for a spectacular dancing fountain show on the Kenjeran Bridge, you can enjoy the beautiful view of the sunset on this bridge.Don't miss to take pictures with the charming open sea as its background.You can also enjoy a variety of delicious culinary specialties in East Java at this location because many street vendors sell here.Various children's toys are sold at this location.So there is no need to worry that children will feel tired of waiting for the dancing fountain show that they have been waiting for.Please set your visit schedule to watch this Kenjeran Dancing Fountain Park and prove its own beauty.Make sure that your mobility is guaranteed with Surabaya car rental because in this location there is still a minimal online transportation at night."
Taman Prestasi,Surabaya,-7.2614722,112.7428284,"Surabaya Achievement Park is one of the parks that are so well known in the city of Heroes and are visited by many, so it is not surprising that it becomes a favorite place for families, especially during weekends.In other places there is also the name of the stadium and park that is exactly the same as the one in Surabaya, in Bontang, East Kalimantan which has a stadium with the name of the stadium ""Taman Achievement"".Ahmad Yani Street, Sukarasa, Tangerang City, Banten 15111, there is also a park called ""Pada Performance"" right?In Jogja there is also a similar park called ""Taman Pintar""."
Monumen Kapal Selam,Surabaya,-7.2654304,112.7503052,"Submarine Monument, or abbreviated as Monkasel, is a submarine museum found in Embong Kaliasin, Genteng, Surabaya.Located in the city center, this monument is actually a KRI Pasopati 410 submarine, one of the Navy of the Republic of Indonesia made by the Soviet Union in 1952. This submarine was once involved in the Aru Sea battle to free West Irian from the Dutch occupation.brought ashore and made a monument to commemorate the courage of Indonesian heroes.Monkasel is on Jalan Pemuda, right next to Plaza Surabaya.In addition to the interior of the submarine, a film screening was also held here on the process of war that occurred in the Aru Sea.If you want to visit this tourist spot, you will be accompanied by a local guide there.One night Mr. Drajat Budiyanto who was a former KKM KRI Pasopati 410 (made in Russia) and also a former KRI KRI Cakra 401 (made in West Germany), dreamed of being ordered by the KSAL at that time to bring this submarine to the Kali Mas.It turned out that the dream came true.He was assigned to display a submarine next to Surabaya Plaza.You do this by cutting this submarine into several parts, then transported to land, and arranged and reconnected into a whole submarine."
Taman Kunang-Kunang,Surabaya,-7.3182202,112.7842405,"Taman Kunang - Fireflies in Surabaya have an area of 400 square meters and fireflies in Surabaya inaugurated by the Mayor of Surabaya, Mrs. Tri Rismaharini on Saturday 28 October 2010. The location of Taman Kapang - Fireflies in Surabaya is located on Jalan Panjaringan Timur, PanjaringanSari, Rungkut District, Surabaya City.Taman Kunang - Fireflies in Surabaya are located right between the two flats and there is the words ""Taman Kapang - Fireflies,"" with a white background.Taman Kunang - Fireflies in Surabaya have a lot of public facilities that are quite complete including futsal fields, basketball courts, and play areas for children.Taman Kunang - Fireflies in Surabaya have become a play area in Surabaya for all people, ranging from children, teenagers, and adults.Even the fireflies in Surabaya are also not infrequently visited by the elderly."
Taman Buah Surabaya,Surabaya,-7.2662139,112.795281,"Undaan Fruit Park Tourism in Surabaya is one of the tourist attractions located in Blok M Suturejo Utara, Surabaya Regency, East Java Province, Indonesia.Undaan Fruit Park Tourism in Surabaya is a tourist spot that is crowded with tourists on weekdays and holidays.This place is very beautiful and can provide a different sensation from our daily activities.Undaan Fruit Park Tourism in Surabaya has a very interesting charm of beauty to visit.It is unfortunate if you are in the city of Surabaya do not visit park tourism that has the beauty that is second to none.Undaan Fruit Park Tourism in Surabaya is very suitable to fill your vacation activities, especially during long holidays such as national holidays, or other Ibur Day.The beauty of Undaan Fruit Park Tourism in Surabaya is very good for all of you who are near or in the distance to visit the Undaan Fruit Park tourist attractions in Surabaya in Surabaya."
Taman Pelangi,Surabaya,-7.3275604,112.7312242,"If the rainbow is usually in the afternoon after the rain, then in the Yogyakarta Pelangi Park, visitors can actually enjoy it every night.Yes, this is because this park is a colorful and appearance of lantern park.Open since evening, this park is indeed very suitable as a choice of family recreation destinations at night.But because it is an outdoor park alias open, the most appropriate choice to come is when the weather does not rain."
Hutan Bambu Keputih,Surabaya,-7.2941909,112.8017238,"Surabaya became the second metropolitan city after Jakarta.The population of Surabaya is quite high, and because it is located on the coast, the city temperature feels hot.Even so, there are still cool, shady, and beautiful places in the middle of Surabaya.It is Surabaya Bamboo Forest, precisely in Keputih.Hearing the name ""Bamboo Forest"", maybe what crossed was a forest in the countryside.But make no mistake, even in the middle of the city can be realized a beautiful place like this.The beautiful atmosphere made visitors flocked to this location.And now, this recreational park is becoming a favorite of visitors to spend free time."
Taman Keputran,Surabaya,-7.2732153,112.744102,"I don't know why the name of the park is called the Keputran Park, but if it is associated with the location of the park, it is at the intersection of Jalan Keputran Surabaya.In addition, across the river there is also a park called Surabaya Traffic Park.The uniqueness of the Keputran Park compared to other parks is the lamp whose pole frame is similar to humans, with a different pose style, making this park seen a creative and innovative touch.The lights are bright and beautiful at night.For him, this park is quite representative as an option to get a quiet hangout at night.Not only that, foot reflexology massage paths are also available there.Suitable for visitors who want to try simple foot reflection treatment.Through an understanding of the path of reflexology in depth, some people choose this means in an effort to cure disease."
Food Junction Grand Pakuwon,Surabaya,-7.251022,112.6620053,"The Food Junction Grand Pakuwon is actually a court with a concept that is slightly different from other places.The place is located in the Tandes area, West Surabaya (strategic with a romantic and unique atmosphere) where if from the direction of the city center it only takes 20 minutes to get to the location.So it is not surprising that many Surabaya residents spend the afternoon in this place."
Taman Barunawati,Surabaya,-7.2220559,112.7319967,"Taman Barunawati which is located in the city of North Surabaya.This park can be a reference to be visited because it is quite recommended, especially for residents of Surabaya or even residents outside Surabaya.Like a park in general, it is indeed the cheapest vacation spot but there are separate benefits that can be felt by visitors such as the mind so calm.In addition we can also invite children or family members who are still small to just play in the playground in Taman Barunawati.The park, which was inaugurated on October 9, 2019, is now the condition that looks beautiful and beautiful so that it can distract anyone who passes the West Silver Road Surabaya.Even visiting this park we do not need to spend a dime, but visitors can still enjoy the view and all the facilities in it."
Kenjeran Park,Surabaya,-7.2522964,112.7966952,"Kenjeran Park is one of the current tourist attractions in Surabaya.This tourist spot is located right on Jalan Sukolilo, Sukolilo Baru Village, Bulak District, Surabaya, East Java.Previously, Kenjeran Park was a dirty and poor place.However, this place is maintained again to transform into a modern and contemporary tourist destination in the middle of Surabaya.Kenjeran Park consists of several tourist areas that visitors can choose.For those who bring children and like to swim, visitors can visit Atlantis Land Kenjeran.Then, visitors can also visit some iconic places from Kenjeran Park.One of them is Tian TI Pagoda.This Tian TI Pagoda has a design inspired by Tian Tan's pagoda in Beijing, China.However, Tian TI Pagoda consists of three floors with a diameter of 60 meters and a height of 58 meters.Another iconic place is a 4 face Buddha statue.The Buddhist statue has a height of 36 meters.Another interesting place that visitors can visit is the Sanggar Agung Temple.In this temple, visitors can see the statue of Dewi Kwan Im and a pair of golden red dragons that directly face the beach."
Surabaya North Quay,Surabaya,-7.1968193,112.7324578,"Surabaya is a big city that is often a tourist destination.Various shopping places from traditional to modern are in the capital of East Java.However, is it not bored shopping for shopping in Surabaya?If you get bored, come to Surabaya North Quay, a new tourist attraction in Surabaya.Surabaya North Quay is actually a terminal for luxury cruise ships that are leaning.However, this place was deliberately addressed so that it could become a tourist spot for the residents of Surabaya and surrounding areas.In fact, not a few who come from outside the curious area want to enjoy the amazing view.The sea is loose with a luxurious cruise ship leaning in this terminal, the main attraction."
Kebun Bibit Wonorejo,Surabaya,-7.3123655,112.7889021,"Although the name is a nursery garden, but this area feels more suitable to be called a park.The Wonorejo seedling area is divided into 2 parts, namely active parks and passive parks, both of which have an area of 5.9 hectares.The hot weather that makes it hot is the best cooled by visiting a cool place.Besides the mall, the city park in Surabaya such as the Wonorejo nursery is also the right choice.Visitors will be spoiled with cool air.This is because of the many trees that are towering high."
Taman Ekspresi Dan Perpustakaan,Surabaya,-7.2573072,112.7437199,"Surabaya Expression Park not only presents a shady and beautiful park.The park on Jalan Gentengkali also has supporting facilities in the form of a library on the west side.The library managed by the Surabaya City Library and Archives Service has 3,412 book collections.The books in the library are very complete and new, from print 2009 to the latest 2019. Starting in language books, philosophy, psychology, religion, mathematics, natural science, social science, family, technology, art, literature, geographical, history, untilreading for children."
Kebun Binatang Surabaya,Surabaya,-7.2959546,112.7366094,"Surabaya Zoo (KBS) (Dialek Arean: Kebon Suroboyo Animal) is one of the popular zoos in Indonesia and is located in Surabaya.KBS is the most complete zoo in Southeast Asia, in it there are more than 981 different species of animals consisting of more than 2,806 animals.This includes endangered animals of Indonesia and the world consisting of mammals, aves, reptiles, and pisces."
Rumah Batik,Surabaya,-7.278736,112.718453,"In this batik house there are around 2000 batik sheets that have a variety of kinds of patterns.Various batik is made of various types of materials such as Prima, Primis, Santio, Silk, Prishmina and Sarimpit.Not only batik cloth that you can find in this batik house but there are also batik sarongs, batik clothes, batik pants, batik skirts, batik shawls, and so forth.For those of you who want to immediately visit the batik house in Surabaya, the following addresses from the batik house itself.So the batik house was originally located on Jalan Tambak, Hamlet 1, No.4, RT.01, RW.09, Kapasari Village, Genteng District, Surabaya.In this place you will see a variety of batik in Pajang, starting from Batik Surabaya, Bangkalan, Sidoarjo, Sumenep, Mojokerto, Ponorogo, Tuban, Jombang, and Bojonegoro.Because the collection that is owned at the Surabaya batik house is very diverse, of course, makes many visitors who want to come to this location.After that the batik house was moved to the location of Jalan Margorejo, no.143, Surabaya."
Ciputra Waterpark,Surabaya,-7.2861707,112.6333338,"CIPUTRA WATERPARK SURABAYA - Playing water in Waterpark can indeed be an alternative to the recreation of urbanites in various major cities.Not only Jakarta, Surabaya as one of the metropolis cities in Indonesia has also begun to stretch to build family recreation areas.One of them is Waterpark which can be a family tourist destination is Ciputra Waterpark Surabaya.Located in Waterpark Boulevard, Citraland ""The Singapore of Surabaya"", Surabaya, Waterpark which stands in an area of 5 hectares offers a variety of interesting activities and attractions.It is not wrong if this onepark claims to be Indonesia's largest water attraction."
Masjid Muhammad Cheng Hoo,Surabaya,-7.2522754,112.7468796,"Cheng Hoo Mosque Surabaya is a Mosque with a Muslim Chinese Muslim nuance located on Jalan Gading, Ketabang, Genteng, Surabaya or 1,000 m north of Surabaya City Hall Building.The mosque was founded on the initiatives of the Sespuh, Advisors, PITI Management, and the Management of the Haji Muhammad Cheng Ho Indonesia Foundation in East Java and Chinese community leaders in Surabaya.The construction of this mosque begins with the laying of the first stone on 15 October 2001 to coincide with Isra 'Mi'raj of the Prophet Muhammad.While the construction was only carried out March 10, 2002 and was only inaugurated on October 13, 2002. The Cheng Ho Mosque, or also known as the Muhammad Cheng Ho Mosque in Surabaya, is a mosque building that resembles the Temple (the House of Worship of the Tri Dharma people).This building is located in the area of the Multipurpose Building Complex (Pembina Imam Tauhid Islam) East Java Jalan Gading No.2 (behind the Taman Park of Kusuma Bangsa Heroes), Surabaya.This mosque is dominated by red, green and yellow.The ornament is thick with long -time Chinese nuances.The entrance resembles the shape of the pagoda, there is also a dragon relief and a statue of a lion from a candle with Lafaz Allah in Arabic letters at the top of the pagoda.On the left side of the building there is a drum as a complement to the mosque building. In addition to Surabaya in Palembang there is also a mosque similar to the name of the Cheng Ho Mosque Palembang or Al Islam Mosque Muhammad Cheng Hoo Sriwijaya Palembang.The name of this mosque is a form of respect for Cheng Ho, Admiral from China who is Muslim.In his journey in the Southeast Asian region, Cheng Ho was not only trading and establishing friendship, also spreading Islam."
Masjid Nasional Al-Akbar,Surabaya,-7.3366141,112.7151806,"Al Akbar National Mosque (or commonly called the Surabaya Great Mosque) is the second largest mosque in Indonesia located in the city of Surabaya, East Java after the Istiqlal Mosque in Jakarta.The position of this mosque is in the area of Pagesangan Village, Jambangan District, Surabaya and right next to the Surabaya-Gempol toll road.The characteristic that is easily seen is its large dome accompanied by 4 small domes that are blue.And has a tower that is 99 meters high.The Surabaya Al-Akbar National Mosque was built on August 4, 1995, for the idea of the Mayor of Surabaya at that time, H. Soenarto Soemoprawiro.The construction of this mosque was marked by the laying of the first stone by Indonesian Vice President Try Sutrisno.However, because the construction monetary crisis was temporarily stopped.In 1999, the mosque was built again and completed in 2001. On November 10, 2000, the mosque was inaugurated by Indonesian President KH.Abdurrahman Wahid."
Museum TNI AL Loka Jala Crana,Surabaya,-7.227185,112.718997,"Loka Jala Crana Museum was established on September 19, 1969 by Mrs. R. Mulyadi, wife of the Commander of the Navy Admiral R. Moeljadi, under the name of the Akabri Laut Museum.In 1973, precisely on July 10, 1973, his status was upgraded to the Navy Museum.Then on October 6, 1979 the name changed to the Loka Jala Crana Navy Museum.Loka Jala Crana means a place to store, capture and present the equipment or facilities used by the Navy.In this museum there are several collections of navy battle equipment, besides that also a collection of planetariums and astronavigation.This museum presents and saves the objects of historical objects that have been owned and used by the Navy Soldiers from the time of the physical revolution to the present, including in the form of various types of warships, aircraft, helicopters, Medan Artillery, Replica KRI Dewaruci.There are also other historical objects such as the ""HRMS de Zeven Provenen"" ship cannon ""."
Jembatan Merah,Surabaya,-7.2367447,112.7383009,"The Merah Bridge is one of the historical monuments in Surabaya, East Java which is left as: as a bridge.The bridge which is one of the titles of this song created by Gesang, during the time of the VOC was considered important because it became the most vital transportation means through Kalimas to the Surabaya Karesidening Building, which was no longer trace.Paku Buwono II from Mataram with a VOC on November 11, 1743. In the agreement part of the north coast, including Surabaya, his control was handed over to the VOC.Since then Surabaya has been entirely in Dutch rule.Now, its position as a centers of commerce continues.Around the bridge there are economic indicators, including one of the red bridge plaza. \ Nperacy physical changes occur around the 1890s, when the fence with the river is converted from wood into iron.Now the condition of the bridge that connects Jalan Rajawali and Jalan Kembang Jepun on the north side of Surabaya, is almost exactly the same as other bridges.The difference is only red."
Museum De Javasche Bank,Surabaya,-7.2353939,112.7367646,"Bank Indonesia Museum (Indonesian: Bank Indonesia Museum) is a bank museum located in Surabaya, Indonesia.Officially established by Bank Indonesia and opened on January 27, 2012 after being restored.The museum occupies a building that was once named De Javasche Bank, the central bank of the Dutch East Indies.After Indonesian independence this building continued to function as a Bank Indonesia branch office in Surabaya until 1973. The museum closed on Monday and national holidays.There is no entrance fee."
Keraton Surabaya,Surabaya,-7.2567553,112.7942203,"The area nicknamed Kampung Keraton consists of four alleys.This alley is on average narrow size, width of 2 to 3 meters.So narrow, motorcycle riders sometimes get off the vehicle and have to walk.Meanwhile, the length of the road is around 200 meters.Indeed, there are not many remaining relics of the Surabaya palace.What appears now is the rest of the Dutch colonial heritage building.Kampung Keraton is currently one of the very crowded trade areas in Surabaya, especially on Jalan Kramat Gantung.All kinds of household needs are sold on this road."
Klenteng Sanggar Agung,Surabaya,-7.246944,112.802222,"Sanggar Agung Temple or Hong San Tang Temple is a temple in the city of Surabaya.The address is on Jalan Sukolilo Number 100, Ria Kenjeran Beach, Surabaya.This temple, in addition to being a place of worship for adherents of Tridharma, is also a tourist destination for tourists.This temple was opened in 1999. \ nciri typical of this temple is a statue of Kwan IM as high as 20 meters located on the seafood.This temple is offered to Nan Hai Guan Shi Yin Pu Sa or Bodhisatwa Kwan IM Selatan Sea.This statue was built after a Sanggar Agung employee saw a white -robed woman walking on the water while she was closing the temple at night.The appearance is believed to be the appearance of Kwan Im himself.Another icon of Sanggar Agung is a gold -plated phra phra statue."
Museum Sepuluh Nopember Kota Surabaya,Surabaya,-7.2454369,112.7378985,"Museum Ten November Surabaya is one of the museums located in the city of Surabaya, built in 1945. The museum was built with the aim of studying and deepening the Battle of November 1945, the November ten museum is located at Jalan Pahlawan, Surabaya."
Monumen Tugu Pahlawan,Surabaya,-7.246926,112.73781,"Tugu Pahlawan (Indonesian: Tugu Pahlawan) is a monument in Surabaya, Indonesia.It was the main symbol of the city dedicated to people who were killed in the Surabaya battle on November 10, 1945. The November 10 Museum was located under the monument.This monument has a height of 41.15 meters and is in the form of Lingga.Built to commemorate the events of November 10, 1945 at the battle of Surabaya.It was every November 10 to commemorate the 1945 incident, when many heroes were killed in the war of independence.The laying of the first stone was led by Soekarno, the first Indonesian President, accompanied by the Mayor of Surabaya, Doel Arnowo on November 10, 1951. Inaugurated a year later, also by Sukarno, on November 10, 1952 witnessed by the Mayor of Surabaya, R. Moestadjab Soemowidigdo.The November 10 Museum was built to explain the meaning behind the Heroes Monument.The building consists of 2 floors, with an exhibition symbolizing the spirit of the struggle of the people of Surabaya.There is an auditorium on the first floor.This museum contains reproduction of documentary photographs, and there are dioramas that present eight events that occurred around the 10 November 1945 clash."
